ID,Fwy,Dir,Name,City,County,Type,Lanes,Length,MS ID,Abs PM,CA PM,Latitude,Longitude,Exact
717846,605,S,DEL AMO 2,Cerritos,Los Angeles,Mainline,4,0.255,3444,4.982,R2.93,33.846711,-118.092994,False
717847,605,S,SOUTH 1,Cerritos,Los Angeles,Mainline,4,0.265,3443,5.732,R3.68,33.857271,-118.09599,False
717848,605,S,FM 105 EB,Norwalk,Los Angeles,Mainline,4,0.23,2909,9.252,R7.2,33.907474,-118.105239,False
717852,605,S,SOUTH WB,Cerritos,Los Angeles,Off Ramp,1,,3442,5.882,R3.83,33.859402,-118.096491,False
717853,605,S,SOUTH 2,Cerritos,Los Angeles,Mainline,4,0.315,3442,5.882,R3.83,33.859402,-118.096491,False
717859,605,S,ALONDRA 1,Cerritos,Los Angeles,Mainline,5,0.225,3384,7.792,R5.74,33.886248,-118.104435,False
717861,605,S,ALONDRA WB,Cerritos,Los Angeles,Off Ramp,2,,3383,7.932,R5.88,33.888287,-118.10455,False
717862,605,S,ALONDRA 2,Cerritos,Los Angeles,Mainline,5,0.275,3383,7.932,R5.88,33.888287,-118.10455,False
717865,605,S,FAIRTON,Cerritos,Los Angeles,Mainline,5,0.42,2140,8.342,R6.29,33.894293,-118.104912,False
717867,605,S,ROSECRANS 1,Norwalk,Los Angeles,Mainline,5,0.275,3382,8.772,R6.72,33.900526,-118.105238,False
717868,605,S,ROSECRANS WB,Norwalk,Los Angeles,Off Ramp,2,,3381,8.892,R6.84,33.902261,-118.105349,False
717871,605,S,ROSECRANS 2,Norwalk,Los Angeles,Mainline,5,0.24,3381,8.892,R6.84,33.902261,-118.105349,False
717872,605,S,FIRESTONE,Norwalk,Los Angeles,Mainline,4,0.632,3378,10.392,R8.34,33.923989,-118.104406,False
717877,605,S,FLORENCE,Downey,Los Angeles,Mainline,4,0.705,3377,11.216,R9.164,33.935212,-118.099885,False
717883,605,S,TELEGRAPH,Santa Fe Springs,Los Angeles,Off Ramp,2,,3351,12.412,R10.36,33.950974,-118.091381,False
717884,605,S,TELEGRAPH,Santa Fe Springs,Los Angeles,Mainline,4,0.58,3351,12.412,R10.36,33.950974,-118.091381,False
717885,605,S,PLACITA,Santa Fe Springs,Los Angeles,Mainline,4,0.575,2144,12.962,R10.91,33.958207,-118.087265,False
717887,605,S,SLAUSON,,Los Angeles,Mainline,4,0.525,3350,13.562,R11.51,33.966467,-118.083807,False
717889,605,S,SLAUSON,,Los Angeles,HOV,1,0.525,3350,13.562,R11.51,33.966467,-118.083807,False
717894,605,S,WASHINGTON 1,,Los Angeles,Mainline,4,0.305,3349,14.012,R11.96,33.972515,-118.080722,False
717895,605,S,WASHINGTON 2,,Los Angeles,Off Ramp,1,,3348,14.172,R12.12,33.974742,-118.079877,False
717896,605,S,WASHINGTON 2,,Los Angeles,Mainline,4,0.307,3348,14.172,R12.12,33.974742,-118.079877,False
717898,605,S,WASHINGTON 3,,Los Angeles,Mainline,4,0.439,3335,14.625,R12.573,33.980513,-118.076242,False
717902,605,S,WASHINGTON 3,,Los Angeles,HOV,1,0.439,3335,14.625,R12.573,33.980513,-118.076242,False
717907,605,S,WHITTIER 1,,Los Angeles,Mainline,4,0.306,3347,15.532,R13.48,33.992205,-118.069649,False
717908,605,S,WHITTIER 1,,Los Angeles,HOV,1,0.306,3347,15.532,R13.48,33.992205,-118.069649,False
717911,605,S,WHITTIER WB,Whittier,Los Angeles,Off Ramp,2,,3346,15.664,R13.612,33.994073,-118.069196,False
717912,605,S,WHITTIER 2,Whittier,Los Angeles,Mainline,4,0.455,3346,15.664,R13.612,33.994073,-118.069196,False
717913,605,S,BEVERLY EB,Pico Rivera,Los Angeles,Off Ramp,1,,3345,16.442,R14.39,34.004272,-118.064134,False
717914,605,S,BEVERLY 1,Pico Rivera,Los Angeles,Mainline,4,0.414,3345,16.442,R14.39,34.004272,-118.064134,False
717916,605,S,BEVERLY 1,Pico Rivera,Los Angeles,HOV,1,0.414,3345,16.442,R14.39,34.004272,-118.064134,False
717924,605,S,NOYES,,Los Angeles,Mainline,4,0.52,2146,16.942,R14.89,34.009472,-118.058066,False
717925,605,S,ROSE HILL1,Industry,Los Angeles,Mainline,4,0.385,3343,17.532,R15.48,34.01717,-118.05398,False
717930,605,S,ROSE HILL2,Pico Rivera,Los Angeles,Mainline,4,0.55,3339,17.712,R15.66,34.01886,-118.051593,False
717933,605,S,PECK 1,Industry,Los Angeles,Mainline,4,0.55,3342,18.632,R16.58,34.026807,-118.038666,False
717935,605,S,PECK 1,Industry,Los Angeles,HOV,1,0.55,3342,18.632,R16.58,34.026807,-118.038666,False
717941,605,S,PECK 2,Industry,Los Angeles,Off Ramp,1,,3341,18.812,R16.76,34.028263,-118.036063,False
717942,605,S,PECK 2,Industry,Los Angeles,Mainline,4,0.26,3341,18.812,R16.76,34.028263,-118.036063,False
717943,605,S,S OF 60,Industry,Los Angeles,Mainline,3,0.97,2449,19.152,R17.1,34.031082,-118.03122,False
717946,605,S,VALLEY EB,,Los Angeles,Off Ramp,2,,4437,21.352,R19.3,34.052972,-118.005179,False
717947,605,S,VALLEY 1,,Los Angeles,Mainline,4,0.299,4436,21.262,R19.21,34.051776,-118.005858,False
717949,605,S,RAMONA,Baldwin Park,Los Angeles,On Ramp,1,,4434,22.934,20.882,34.074896,-117.998897,False
717950,605,S,RAMONA,Baldwin Park,Los Angeles,Off Ramp,2,,4434,22.934,20.882,34.074896,-117.998897,False
717951,605,S,RAMONA,Baldwin Park,Los Angeles,Mainline,4,0.805,4434,22.934,20.882,34.074896,-117.998897,False
717957,605,S,ARROW 1,Irwindale,Los Angeles,Mainline,4,0.577,4428,26.004,23.952,34.1145135,-117.9783283,True
718490,605,S,FLORENCE,Downey,Los Angeles,Off Ramp,1,,3377,11.216,R9.164,33.935212,-118.099885,False
718498,605,S,LIVE OAK,Irwindale,Los Angeles,On Ramp,1,,4432,25.398,23.346,34.1075696,-117.9822577,True
737152,605,S,IMPERIAL,Norwalk,Los Angeles,Mainline,4,0.52,3379,9.952,R7.9,33.917606,-118.104793,False
737504,605,S,WARDLOW,Long Beach,Los Angeles,Mainline,4,0.56,2137,3.082,R1.03,33.821152,-118.081557,False
762620,605,S,PLACITA,Santa Fe Springs,Los Angeles,HOV,1,0.575,2144,12.962,R10.91,33.958207,-118.087265,False
762629,605,S,NOYES,,Los Angeles,HOV,1,0.52,2146,16.942,R14.89,34.009472,-118.058066,False
762641,605,S,S OF 60,Industry,Los Angeles,HOV,1,0.97,2449,19.152,R17.1,34.031082,-118.03122,False
762648,605,S,183RD,Cerritos,Los Angeles,HOV,1,0.535,2139,6.362,R4.31,33.866067,-118.098862,False
762652,605,S,N OF 91 (3),Cerritos,Los Angeles,HOV,1,0.42,2440,7.482,R5.43,33.881753,-118.104077,False
762655,605,S,ALONDRA 1,Cerritos,Los Angeles,HOV,1,0.225,3384,7.792,R5.74,33.886248,-118.104435,False
762657,605,S,ALONDRA 2,Cerritos,Los Angeles,HOV,1,0.275,3383,7.932,R5.88,33.888287,-118.10455,False
762659,605,S,ROSECRANS 1,Norwalk,Los Angeles,HOV,1,0.275,3382,8.772,R6.72,33.900526,-118.105238,False
762661,605,S,ROSECRANS 2,Norwalk,Los Angeles,HOV,1,0.29,3381,8.892,R6.84,33.902261,-118.105349,False
762663,605,S,IMPERIAL,Norwalk,Los Angeles,HOV,1,0.52,3379,9.952,R7.9,33.917606,-118.104793,False
762665,605,S,FIRESTONE,Norwalk,Los Angeles,HOV,1,0.632,3378,10.392,R8.34,33.923989,-118.104406,False
762667,605,S,FLORENCE,Downey,Los Angeles,HOV,1,0.705,3377,11.216,R9.164,33.935212,-118.099885,False
762669,605,S,N OF 5,Downey,Los Angeles,HOV,1,0.598,2454,11.802,R9.75,33.942967,-118.095825,False
762671,605,S,TELEGRAPH,Santa Fe Springs,Los Angeles,HOV,1,0.58,3351,12.412,R10.36,33.950974,-118.091381,False
762673,605,S,WASHINGTON 1,,Los Angeles,HOV,1,0.305,3349,14.012,R11.96,33.972515,-118.080722,False
762675,605,S,WASHINGTON 2,,Los Angeles,HOV,1,0.307,3348,14.172,R12.12,33.974742,-118.079877,False
762678,605,S,ROSEHEDGE,,Los Angeles,HOV,1,0.453,2145,15.052,R13,33.985594,-118.072012,False
762681,605,S,WHITTIER 2,Whittier,Los Angeles,HOV,1,0.455,3346,15.664,R13.612,33.994073,-118.069196,False
762685,605,S,ROSE HILL1,Industry,Los Angeles,HOV,1,0.385,3343,17.532,R15.48,34.01717,-118.05398,False
762688,605,S,PECK 2,Industry,Los Angeles,HOV,1,0.26,3341,18.812,R16.76,34.028263,-118.036063,False
763475,605,S,ROSE HILL2,Pico Rivera,Los Angeles,HOV,1,0.55,3339,17.712,R15.66,34.01886,-118.051593,False
763616,605,S,LIVE OAK,Irwindale,Los Angeles,Mainline,4,1.0,4432,25.398,23.346,34.1076806,-117.9819238,True
763656,605,S,FAIRTON,Cerritos,Los Angeles,HOV,1,0.42,2140,8.342,R6.29,33.894293,-118.104912,False
763679,605,S,ARTESIA,Cerritos,Los Angeles,HOV,1,0.56,2373,6.952,R4.9,33.87427,-118.101893,False
763687,605,S,S OF 10,Baldwin Park,Los Angeles,HOV,1,2.846,2447,22.042,R19.99,34.062222,-118.000626,False
763689,605,S,S OF 10,Baldwin Park,Los Angeles,Mainline,3,0.792,2447,22.042,R19.99,34.062222,-118.000626,False
763999,605,S,FOSTER,Norwalk,Los Angeles,HOV,1,0.53,2141,9.352,R7.3,33.908921,-118.10517,False
764001,605,S,FOSTER,Norwalk,Los Angeles,Mainline,4,0.35,2141,9.352,R7.3,33.908921,-118.10517,False
764019,605,S,BEVERLY 2,Pico Rivera,Los Angeles,HOV,1,0.25,3344,16.492,R14.44,34.004792,-118.063514,False
764021,605,S,BEVERLY 2,Pico Rivera,Los Angeles,Mainline,4,0.25,3344,16.492,R14.44,34.004792,-118.063514,False
765501,605,S,LOWER AZUSA,Baldwin Park,Los Angeles,Mainline,4,0.872,4433,24.003,21.951,34.089665,-117.99394,False
766522,605,S,WARDLOW,Long Beach,Los Angeles,HOV,1,2.102,2137,3.082,R1.03,33.821152,-118.081557,False
766525,605,S,CARSON 1,Long Beach,Los Angeles,HOV,1,0.41,3447,3.722,R1.67,33.830177,-118.08363,False
766528,605,S,CARSON 2,Lakewood,Los Angeles,HOV,1,0.305,3446,3.902,R1.85,33.832579,-118.084831,False
766530,605,S,CENTRALIA,Lakewood,Los Angeles,HOV,1,0.47,2138,4.332,R2.28,33.838214,-118.088062,False
766532,605,S,DEL AMA 1,Lakewood,Los Angeles,HOV,1,0.325,3445,4.842,R2.79,33.844875,-118.091947,False
766534,605,S,DEL AMO 2,Cerritos,Los Angeles,HOV,1,0.445,3444,4.982,R2.93,33.846711,-118.092994,False
766536,605,S,SOUTH 1,Cerritos,Los Angeles,HOV,1,0.45,3443,5.732,R3.68,33.857271,-118.09599,False
766538,605,S,SOUTH 2,Cerritos,Los Angeles,HOV,1,0.315,3442,5.882,R3.83,33.859402,-118.096491,False
766925,605,S,605 SB TO ARROW EB,Irwindale,Los Angeles,Off Ramp,1,,4428,26.014,23.962,34.1152056,-117.978352,True
766926,605,S,605 SB TO ARROW WB,Irwindale,Los Angeles,Off Ramp,1,,4428,26.004,23.952,34.1151075,-117.9786461,True
766930,605,S,VALLEY WB,,Los Angeles,HOV,1,0.299,4436,21.262,R19.21,34.051776,-118.005858,False
766936,605,S,VALLEY 2,,Los Angeles,HOV,1,0.39,4437,21.349,R19.297,34.052932,-118.005202,False
766937,605,S,VALLEY 2,,Los Angeles,Mainline,4,0.39,4437,21.349,R19.297,34.052932,-118.005202,False
767035,605,S,EB 10 TO SB 605,Baldwin Park,Los Angeles,Fwy-Fwy,2,,2447,22.002,R19.95,34.061661,-118.000799,False
767036,605,S,S 605 TO S605/E10,Baldwin Park,Los Angeles,Fwy-Fwy,1,,2447,22.032,R19.98,34.062082,-118.000669,False
767037,605,S,SB 605 TO WB 10,Baldwin Park,Los Angeles,Fwy-Fwy,1,,2447,22.042,R19.99,34.062222,-118.000626,False
767038,605,S,S 605/W 10 TO S 605,Baldwin Park,Los Angeles,Fwy-Fwy,2,,2447,22.012,R19.96,34.061801,-118.000756,False
767039,605,S,S 605/W 10 TO E 10,Baldwin Park,Los Angeles,Fwy-Fwy,1,,2447,22.022,R19.97,34.061942,-118.000713,False
767235,605,S,EB 91 TO SB 605,Cerritos,Los Angeles,Fwy-Fwy,1,,2373,6.952,R4.9,33.87427,-118.101893,False
767241,605,S,SB 605 TO EB 91,Cerritos,Los Angeles,Fwy-Fwy,2,,2373,6.962,R4.91,33.874409,-118.101944,False
767684,605,S,LOWER AZUSA,Baldwin Park,Los Angeles,Off Ramp,3,,4433,23.952,21.9,34.089038,-117.994418,False
767742,605,S,IMPERIAL,Norwalk,Los Angeles,Off Ramp,2,,3379,9.952,R7.9,33.917606,-118.104793,False
773711,605,S,SPRING STREET,Seal Beach,Los Angeles,Mainline,4,0.415,2658,2.432,R.38,33.811752,-118.08157,False
773724,605,S,223RD STREET,Long Beach,Los Angeles,Mainline,4,0.32,2659,3.552,R1.5,33.827839,-118.082741,False
773737,605,S,195TH STREET,Cerritos,Los Angeles,Mainline,4,0.375,2660,5.352,R3.3,33.851874,-118.094684,False
773773,605,S,RAMONA BOULEVARD,Baldwin Park,Los Angeles,Mainline,4,0.535,2444,23.652,21.6,34.085128,-117.996724,False
773796,605,S,ARROW HIGHWAY,Irwindale,Los Angeles,Mainline,4,0.524,2152,26.552,24.5,34.1206865,-117.9703042,True
773798,605,S,ROUTE 605/ ROUTE 210,Irwindale,Los Angeles,Mainline,4,1.25,2443,27.052,25,34.1261565,-117.964537,True
774258,605,S,MT OLIVE TO EB 210,Irwindale,Los Angeles,On Ramp,1,,4430,27.952,25.9,34.13524,-117.9574462,True
774260,605,S,MT OLIVE TO SB 605,Irwindale,Los Angeles,On Ramp,1,,4430,27.952,25.9,34.1351013,-117.9571325,True
774261,605,S,EB 210 TO MT OLIVE,Irwindale,Los Angeles,Fwy-Fwy,1,,4430,27.952,25.9,34.1347472,-117.9569299,True
774262,605,S,WB 210 TO MT OLIVE,Irwindale,Los Angeles,Off Ramp,1,,4430,27.952,25.9,34.1346629,-117.9565075,True
774263,605,S,MT OLIVE TO WB 210,Irwindale,Los Angeles,On Ramp,1,,4430,27.952,25.9,34.1352912,-117.957587,True
774264,605,S,NB 605 TO MT OLIVE,Irwindale,Los Angeles,Fwy-Fwy,1,,4430,27.952,25.9,34.1347383,-117.9568816,True
775690,605,S,S/O VALLEY,Industry,Los Angeles,Mainline,4,1.055,2149,20.752,R18.7,34.045005,-118.009709,False
775692,605,S,S/O VALLEY,Industry,Los Angeles,HOV,1,1.055,2149,20.752,R18.7,34.045005,-118.009709,False
