ID,Fwy,Dir,Name,City,County,Type,Lanes,Length,MS ID,Abs PM,CA PM,Latitude,Longitude,Exact
717604,134,W,ORANGE GROVE,Pasadena,Los Angeles,HOV,1,0.833,4209,12.763,R12.78,34.1462395,-118.1631786,True
718496,134,W,ALAMEDA SB,Los Angeles,Los Angeles,Mainline,4,0.485,3495,1.9,1.9,34.154195,-118.343722,False
718499,134,W,FOREST LAWN,Los Angeles,Los Angeles,Mainline,4,0.645,3497,3.75,3.75,34.154816,-118.311893,False
761022,134,W,ALAMEDA SB,Los Angeles,Los Angeles,HOV,1,1.91,3495,1.9,1.9,34.154195,-118.343722,False
761025,134,W,BUENA VISTA,Burbank,Los Angeles,HOV,1,0.74,3496,2.86,2.86,34.153625,-118.327063,False
761027,134,W,FOREST LAWN,Los Angeles,Los Angeles,HOV,1,0.645,3497,3.75,3.75,34.154816,-118.311893,False
761031,134,W,RIVERSIDE,Los Angeles,Los Angeles,HOV,1,0.525,3498,4.69,4.69,34.15564,-118.29597,False
761035,134,W,HARVEY,Glendale,Los Angeles,HOV,1,0.405,4213,8.743,R8.76,34.148123,-118.229499,False
761038,134,W,GLENDALE 1,Glendale,Los Angeles,HOV,1,0.855,4215,7.673,R7.69,34.156447,-118.245195,False
761039,134,W,GLENDALE 1,Glendale,Los Angeles,Off Ramp,1,,4215,7.673,R7.69,34.156447,-118.245195,False
761041,134,W,CENTRAL,Glendale,Los Angeles,HOV,1,0.585,3113,6.693,R6.71,34.156458,-118.262159,False
761044,134,W,PACIFIC,Glendale,Los Angeles,HOV,1,0.846,3112,6.503,R6.52,34.156198,-118.265345,False
761046,134,W,PACIFIC,Glendale,Los Angeles,On Ramp,1,,3112,6.503,R6.52,34.156198,-118.265345,False
761049,134,W,PACIFIC,Glendale,Los Angeles,Off Ramp,1,,3112,6.503,R6.52,34.156198,-118.265345,False
761052,134,W,SAN FERNANDO,Glendale,Los Angeles,On Ramp,1,,3111,5.983,R6,34.154235,-118.274159,False
761056,134,W,SAN FERNANDO,Glendale,Los Angeles,Off Ramp,1,,3111,5.983,R6,34.154235,-118.274159,False
763610,134,W,SAN RAFAEL,Pasadena,Los Angeles,HOV,1,0.57,4210,12.253,R12.27,34.1429995,-118.1717213,True
763612,134,W,FIGUEROA,Los Angeles,Los Angeles,HOV,1,0.49,4211,11.473,R11.49,34.1424912,-118.1846645,True
763820,134,W,BUENA VISTA,Burbank,Los Angeles,Off Ramp,1,,3496,2.86,2.86,34.153625,-118.327063,False
763822,134,W,FOREST LAWN,Los Angeles,Los Angeles,Off Ramp,1,,3497,3.75,3.75,34.154816,-118.311893,False
769301,134,W,EB 210 TO WB 134 #2,Pasadena,Los Angeles,Fwy-Fwy,1,,2400,12.883,R12.9,34.1475466,-118.1602399,True
769302,134,W,NB 710 EXT TO WB 134,Pasadena,Los Angeles,Fwy-Fwy,1,,2400,12.893,R12.91,34.148147,-118.1592457,True
773870,134,W,PARISH PL,Burbank,Los Angeles,Mainline,4,0.445,2704,3.4,3.4,34.155158,-118.317885,False
773872,134,W,PARISH PL,Burbank,Los Angeles,HOV,1,0.445,2704,3.4,3.4,34.155158,-118.317885,False
773906,134,W,W/O RIVERSIDE,Los Angeles,Los Angeles,Mainline,4,0.155,2523,4.8,4.8,34.155435,-118.294082,False
773908,134,W,W/O RIVERSIDE,Los Angeles,Los Angeles,HOV,1,0.155,2523,4.8,4.8,34.155435,-118.294082,False
773939,134,W,VINELAND NB,Los Angeles,Los Angeles,Mainline,3,0.665,4217,0.38,.38,34.153052,-118.36974,False
773940,134,W,VINELAND NB,Los Angeles,Los Angeles,On Ramp,1,,4217,0.38,.38,34.153052,-118.36974,False
773941,134,W,VINELAND NB,Los Angeles,Los Angeles,Fwy-Fwy,2,,4217,0.38,.38,34.153052,-118.36974,False
773954,134,W,W/O VICTORY,Los Angeles,Los Angeles,Mainline,4,0.295,2004,5.0,5,34.155428,-118.29055,False
773956,134,W,W/O VICTORY,Los Angeles,Los Angeles,HOV,1,0.852,2004,5.0,5,34.155428,-118.29055,False
773975,134,W,OAKVIEW,Los Angeles,Los Angeles,Mainline,4,0.415,2396,9.213,R9.23,34.14568,-118.221874,False
773977,134,W,OAKVIEW,Los Angeles,Los Angeles,HOV,1,0.415,2396,9.213,R9.23,34.14568,-118.221874,False
773979,134,W,OAKVIEW,Los Angeles,Los Angeles,Fwy-Fwy,2,,2396,9.213,R9.23,34.14568,-118.221874,False
773980,134,W,OAKVIEW,Los Angeles,Los Angeles,Fwy-Fwy,1,,2396,9.213,R9.23,34.14568,-118.221874,False
773996,134,W,FM 2 NB TO 134 EB,Los Angeles,Los Angeles,Mainline,5,0.715,2397,9.573,R9.59,34.145076,-118.215608,False
773998,134,W,FM 2 NB TO 134 EB,Los Angeles,Los Angeles,HOV,1,0.715,2397,9.573,R9.59,34.145076,-118.215608,False
774012,134,W,TOWNSEND,Los Angeles,Los Angeles,Mainline,4,0.95,2225,10.643,R10.66,34.148107,-118.197509,False
774014,134,W,TOWNSEND,Los Angeles,Los Angeles,HOV,1,0.95,2225,10.643,R10.66,34.148107,-118.197509,False
774032,134,W,COLORADO,Los Angeles,Los Angeles,Mainline,4,0.39,4200,11.623,R11.64,34.141917,-118.1830122,True
774034,134,W,COLORADO,Los Angeles,Los Angeles,HOV,1,0.39,4200,11.623,R11.64,34.1418538,-118.1830256,True
774037,134,W,COLORADO,Los Angeles,Los Angeles,Off Ramp,2,,4200,11.623,R11.64,34.1410058,-118.1859573,True
774053,134,W,FM 2 SB TO 134,Glendale,Los Angeles,Mainline,4,0.535,2402,8.403,R8.42,34.15084,-118.234258,False
774055,134,W,FM 2 SB TO 134,Glendale,Los Angeles,HOV,1,0.535,2402,8.403,R8.42,34.15084,-118.234258,False
774057,134,W,FM 2 SB TO 134,Glendale,Los Angeles,Fwy-Fwy,1,,2402,8.403,R8.42,34.15084,-118.234258,False
774067,134,W,FM 5 NB,Los Angeles,Los Angeles,Mainline,3,0.491,2399,5.39,R5.39,34.153547,-118.284244,False
774068,134,W,5 N - 134 W,Los Angeles,Los Angeles,Fwy-Fwy,2,,2399,5.39,R5.39,34.153547,-118.284244,False
774069,134,W,FM 5 NB,Los Angeles,Los Angeles,Off Ramp,1,,2399,5.39,R5.39,34.153547,-118.284244,False
774070,134,W,FM 5 NB,Los Angeles,Los Angeles,On Ramp,1,,2399,5.39,R5.39,34.153547,-118.284244,False
774204,134,W,ALAMEDA 2 NB,Los Angeles,Los Angeles,Mainline,4,0.48,3160,1.92,1.92,34.154161,-118.343375,False
774205,134,W,ALAMEDA 2 NB,Los Angeles,Los Angeles,On Ramp,1,,3160,1.92,1.92,34.154161,-118.343375,False
774206,134,W,ALAMEDA 2 NB,Los Angeles,Los Angeles,HOV,1,0.48,3160,1.92,1.92,34.154161,-118.343375,False
